ppn;identifier
264432118;eur-oai-repub.eur.nl-1271
240796594;rug-oai-pure.rug.nl-publications_6493a57b-5a35-4dde-83b8-7bd05a7994ac
274734435;uu-oai-dspace.library.uu.nl-1874_2201
275383873;eur-oai-repub.eur.nl-6763
419733604;rug-oai-pure.rug.nl-publications_36d23ed4-5570-4b1c-ac10-7bb42b816e60
298771136;rug-oai-pure.rug.nl-publications_85a6934e-b602-4cf9-83f6-f5c5fb68128a
240748182;wur-oai-library.wur.nl-wurpubs_122923
370829964;rug-oai-pure.rug.nl-publications_e9f37b52-b29a-4105-9564-c1ade6ec3ba7
38360978X;rug-oai-pure.rug.nl-publications_ca551a01-4dfc-4e2d-9a3e-fb998a3f6183
333245504;eur-oai-repub.eur.nl-23379
254956289;rug-oai-pure.rug.nl-publications_9972b201-5baf-4f2c-ba48-7c8c5e7a6f10
339241705;eur-oai-repub.eur.nl-31198
370737342;ul-oai-openaccess.leidenuniv.nl-1887_23080
345487737;tud-oai-tudelft.nl-uuid-1e0117ef-d0db-4d00-bce6-203d75a30ddc
42083852X;tud-oai-tudelft.nl-uuid-084a28c2-dacc-4c4d-9f61-8c9444a3dd4a
238518981;eur-oai-repub.eur.nl-921
297840738;wur-oai-library.wur.nl-wurpubs_349353
383365929;rug-oai-pure.rug.nl-publications_d8d0eb5e-de4f-4481-8ab4-49bb770511fe
297389173;wur-oai-library.wur.nl-wurpubs_348701
294881786;eur-oai-repub.eur.nl-7857
37601928X;rug-oai-pure.rug.nl-publications_f23a890b-508c-494a-b75a-20e45b9bb015
273774352;tud-oai-tudelft.nl-uuid-161e8d60-14f3-4f94-b05f-c11d9a1fee0f
227691989;rug-oai-pure.rug.nl-publications_a343b104-5fa7-41cb-a8f4-819b87030da1
262424908;uu-oai-dspace.library.uu.nl-1874_590
304104620;rug-oai-pure.rug.nl-publications_3a7ae235-529c-473a-af84-455302eb7594
215111192;wur-oai-library.wur.nl-wurpubs_120541
296013935;wur-oai-library.wur.nl-wurpubs_346300
381989712;rug-oai-pure.rug.nl-publications_85f5d1dd-f6b5-4e16-80f1-31289883c388
238027503;eur-oai-repub.eur.nl-31907
328437654;tud-oai-tudelft.nl-uuid-0f9c7dd1-2ddc-4187-9a36-d378e3bfb493
26698441X;eur-oai-repub.eur.nl-51212
383072298;rug-oai-pure.rug.nl-publications_c3409b75-64bb-4a24-9bb0-dfd9c2627584
416829899;rug-oai-pure.rug.nl-publications_4a1176ec-6893-4dbe-bc49-10159704058d
264199553;wur-oai-library.wur.nl-wurpubs_338474
227320492;tud-oai-tudelft.nl-uuid-77be8bd3-b20a-485d-854b-5f012faa505c
278749976;wur-oai-library.wur.nl-wurpubs_344230
240848632;eur-oai-repub.eur.nl-32019
416596355;rug-oai-pure.rug.nl-publications_29960334-a24f-489f-89ab-c481c84e4e77
290735858;tud-oai-tudelft.nl-uuid-a1016625-5503-41df-b80e-dc4de15cb0d7
262668114;tud-oai-tudelft.nl-uuid-25aea2bb-cd25-499f-9fe6-8de69462e49d
371201969;rug-oai-pure.rug.nl-publications_1287feef-a0e5-4f52-b806-f54d07cfcab1
411088491;rug-oai-pure.rug.nl-publications_a168d3f9-0557-4f31-bd01-a8696d075856
29079563X;wur-oai-library.wur.nl-wurpubs_341381
242691773;wur-oai-library.wur.nl-wurpubs_320117
296336386;ul-oai-openaccess.leidenuniv.nl-1887_4451
297304003;ul-oai-openaccess.leidenuniv.nl-1887_4574
249335905;uu-oai-dspace.library.uu.nl-1874_344
216899141;uu-oai-dspace.library.uu.nl-1874_531
241041007;uu-oai-dspace.library.uu.nl-1874_432
29488260X;eur-oai-repub.eur.nl-37552
227876393;eur-oai-repub.eur.nl-23521
235241199;eur-oai-repub.eur.nl-31893
217516181;uu-oai-dspace.library.uu.nl-1874_744
418212627;rug-oai-pure.rug.nl-publications_8654b631-fd82-47fc-87d6-5c68ef26338c
304914894;rug-oai-pure.rug.nl-publications_1ba97bf6-efb7-40c9-af37-c0aa8aa692e3
228180449;uu-oai-dspace.library.uu.nl-1874_812
288271246;eur-oai-repub.eur.nl-7010
416440622;rug-oai-pure.rug.nl-publications_565e2fe1-19b8-4efc-8c88-6f85ba346314
305839349;rug-oai-pure.rug.nl-publications_097431a9-9419-41a1-bd91-40cc56b9b642
400652498;rug-oai-pure.rug.nl-publications_8511df4d-960a-40a3-85e3-4da5272b9c09
216896878;uu-oai-dspace.library.uu.nl-1874_199
273457012;tud-oai-tudelft.nl-uuid-39b6732d-24c0-4853-94b8-fe7a01594003
327174943;tud-oai-tudelft.nl-uuid-894d990a-e5ea-42b0-9bcf-32f6ccae89b6
398057222;rug-oai-pure.rug.nl-publications_71ada08d-40b0-4764-bc90-6974002b3566
270083863;tud-oai-tudelft.nl-uuid-654aa985-fdf8-4083-8881-21e167f96c14
268795282;wur-oai-library.wur.nl-wurpubs_334182
411089188;rug-oai-pure.rug.nl-publications_06c04015-ba5b-4c4d-8636-a66f9897edd4
23840451X;eur-oai-repub.eur.nl-31910
41354852X;rug-oai-pure.rug.nl-publications_445c956a-4965-4f62-b6f5-9f4649850ffb
23477441X;wur-oai-library.wur.nl-wurpubs_120571
242063845;eur-oai-repub.eur.nl-32060
309110122;tud-oai-tudelft.nl-uuid-9fd92edf-e3d6-494d-b9be-291415b883ca
240547276;eur-oai-repub.eur.nl-1147
241466350;eur-oai-repub.eur.nl-31545
410532207;rug-oai-pure.rug.nl-publications_016b3e0e-6e95-495e-8a0f-6a9fd2d6c93b
398096732;rug-oai-pure.rug.nl-publications_77ac7f23-9aaa-4f49-a8cc-13bb80beaabd
312834071;eur-oai-repub.eur.nl-12619
311459412;tud-oai-tudelft.nl-uuid-c3fcf850-7423-4fb1-95c5-d92da8993210
270199543;wur-oai-library.wur.nl-wurpubs_334089
29494575X;wur-oai-library.wur.nl-wurpubs_346479
230347320;wur-oai-library.wur.nl-wurpubs_121860
267334036;rug-oai-pure.rug.nl-publications_182da285-5689-4b94-941b-70991f6b562e
411106031;rug-oai-pure.rug.nl-publications_3abc1aad-02d2-4b59-9c27-8369ec60294e
398057966;rug-oai-pure.rug.nl-publications_f366b82d-68ce-49b5-8f7f-9fbcca8179c6
32907671X;rug-oai-pure.rug.nl-publications_cf0df3e6-9bc8-4b99-93b4-9dba694c9896
375774580;rug-oai-pure.rug.nl-publications_78dd97eb-0aa5-4730-b405-03a2a446f6b7
393818926;rug-oai-pure.rug.nl-publications_7cf615b4-ebbf-47dd-ad26-1be2b1cdc252
244805695;rug-oai-pure.rug.nl-publications_71a06d85-feca-49e2-81b1-3a8a0d6038c0
230346944;wur-oai-library.wur.nl-wurpubs_110247
252248066;eur-oai-repub.eur.nl-51340
217223354;tud-oai-tudelft.nl-uuid-e0c0b162-c376-408c-a2b7-afc9fefea35e
304155063;uu-oai-dspace.library.uu.nl-1874_20304
216917980;eur-oai-repub.eur.nl-23408
410560081;rug-oai-pure.rug.nl-publications_b9a5d7b1-fa36-438f-be0e-f2b697c4fc60
410532940;rug-oai-pure.rug.nl-publications_25d04eb0-866f-4a04-b64f-ad0b6534cfbb
229610838;tud-oai-tudelft.nl-uuid-ccced323-46dd-4557-aaf5-dee4840b31fe
406748241;rug-oai-pure.rug.nl-publications_1d271231-d716-4a61-9e48-601723219520
408192518;rug-oai-pure.rug.nl-publications_e5640954-91f0-4328-ab12-621c65ad7e1c
41644153X;rug-oai-pure.rug.nl-publications_a1c0b2a6-e4af-4bc7-b802-a52feb964138
395440750;rug-oai-pure.rug.nl-publications_8f7cbf85-dbbf-41b8-98aa-6f328941dad6
297833405;uu-oai-dspace.library.uu.nl-1874_10490
405360533;tud-oai-tudelft.nl-uuid-d684f024-ab7f-4863-a2c6-d456238c6c39
321139348;eur-oai-repub.eur.nl-17432
311466222;tud-oai-tudelft.nl-uuid-0c57ceb6-00b7-4434-9fee-a391208fe005
407525025;rug-oai-pure.rug.nl-publications_062aa578-eb08-40b8-b0ff-a8b944c7cd09
329838202;eur-oai-repub.eur.nl-21748
265590434;uu-oai-dspace.library.uu.nl-1874_204985
291049788;ul-oai-openaccess.leidenuniv.nl-1887_4299
268404283;eur-oai-repub.eur.nl-6777
234749466;tud-oai-tudelft.nl-uuid-ad7b76d7-cd20-467e-889d-4c693a85104e
297539728;ul-oai-openaccess.leidenuniv.nl-1887_4956
244012245;rug-oai-pure.rug.nl-publications_c28a5d1d-12e2-441c-90f9-d3d34981b6c0
273364820;ul-oai-openaccess.leidenuniv.nl-1887_611
285586319;ul-oai-openaccess.leidenuniv.nl-1887_611
241796814;rug-oai-pure.rug.nl-publications_ead76a19-7a65-4394-b4c2-ce2f286073b7
229476457;uu-oai-dspace.library.uu.nl-1874_206
24310202X;tud-oai-tudelft.nl-uuid-d0dac159-135d-4c72-aa2f-6b3bc8f664a0
216931169;tud-oai-tudelft.nl-uuid-72fba9e6-55a7-493f-a824-02a77e44b0d3
24414334X;uu-oai-dspace.library.uu.nl-1874_767
370584708;rug-oai-pure.rug.nl-publications_dd91e46d-7ed5-49dc-b133-4a654b4aa129
371637236;eur-oai-repub.eur.nl-38243
334431263;uu-oai-dspace.library.uu.nl-1874_205823
291274803;ul-oai-openaccess.leidenuniv.nl-1887_12041
225989018;rug-oai-pure.rug.nl-publications_e10ebda2-55c3-49c5-9413-a092c0123c5c
241998344;wur-oai-library.wur.nl-wurpubs_123817
26183830X;wur-oai-library.wur.nl-wurpubs_333723
413384152;eur-oai-repub.eur.nl-101492
256387478;eur-oai-repub.eur.nl-1073
408195754;rug-oai-pure.rug.nl-publications_98616fae-c28a-44e6-bfdd-d4406342cf2e
250187140;uu-oai-dspace.library.uu.nl-1874_13805
230276199;wur-oai-library.wur.nl-wurpubs_120526
285547356;uu-oai-dspace.library.uu.nl-1874_8095
386015287;eur-oai-repub.eur.nl-77465
222378735;tud-oai-tudelft.nl-uuid-13be5b5f-1084-41b7-9ff7-f7da0f2117e4
413533441;rug-oai-pure.rug.nl-publications_b61f7a85-9c5a-4699-b167-a00fcc93d4b0
311464963;tud-oai-tudelft.nl-uuid-80c21281-6c2d-4b70-beb3-1d67ed5ce8e0
372553176;rug-oai-pure.rug.nl-publications_019919f5-97b6-4d79-ac26-e2ebe8e347cd
39548426X;rug-oai-pure.rug.nl-publications_438ce3d1-3c24-48c8-9d0e-1ab7992c92ee
248066331;wur-oai-library.wur.nl-wurpubs_327281
241438837;wur-oai-library.wur.nl-wurpubs_319854
391049704;rug-oai-pure.rug.nl-publications_ec8facf6-21b3-4cf9-8713-27333f43a923
298710560;ul-oai-openaccess.leidenuniv.nl-1887_9449
391892266;rug-oai-pure.rug.nl-publications_3719d018-80e4-412d-b3c2-5e184119fc92
297757644;eur-oai-repub.eur.nl-8097
290482534;tud-oai-tudelft.nl-uuid-44e452c7-c2fb-4147-be37-fc03db34da40
37521528X;rug-oai-pure.rug.nl-publications_32f172dc-8ee5-42bf-a91f-c2406398c019
268886679;wur-oai-library.wur.nl-wurpubs_334181
217548350;uu-oai-dspace.library.uu.nl-1874_533
239246888;uu-oai-dspace.library.uu.nl-1874_669
274732351;uu-oai-dspace.library.uu.nl-1874_2129
339773111;tud-oai-tudelft.nl-uuid-59341c96-b5d2-49bf-bdd7-18988e0bed29
276958853;tud-oai-tudelft.nl-uuid-bff91653-175e-4871-99ab-44bf0b0789af
287742326;wur-oai-library.wur.nl-wurpubs_344280
244772835;uu-oai-dspace.library.uu.nl-1874_572
265550858;tud-oai-tudelft.nl-uuid-f99c575b-b76b-4aa7-851d-0dca3d380759
230123953;rug-oai-pure.rug.nl-publications_b9f6feab-2c4b-4b7d-82b9-296a61b58f22
382698274;rug-oai-pure.rug.nl-publications_31931f33-4aa0-4280-892e-93699af0e9b6
213036576;tud-oai-tudelft.nl-uuid-37ff6ade-a8f8-4090-8725-dc6e6a7b3576
302255370;ul-oai-openaccess.leidenuniv.nl-1887_11858
393756874;ul-oai-openaccess.leidenuniv.nl-1887_33676
290465397;wur-oai-library.wur.nl-wurpubs_343901
383817188;rug-oai-pure.rug.nl-publications_bd06c2d5-3d04-4e25-b619-7d09bb8cb34b
356383326;rug-oai-pure.rug.nl-publications_c5b1bdf5-a3ca-408f-8ab0-f36b2b6c7c16
245851275;wur-oai-library.wur.nl-wurpubs_320414
293083460;wur-oai-library.wur.nl-wurpubs_348530
293530807;eur-oai-repub.eur.nl-7816
298151871;wur-oai-library.wur.nl-wurpubs_349592
237688352;tud-oai-tudelft.nl-uuid-cd044648-6b59-4a77-b98f-aadb9a88490a
208189033;rug-oai-pure.rug.nl-publications_3b58fe0d-0e64-4c40-be13-8b9eec5d8fb0
290067103;eur-oai-repub.eur.nl-7163
407813837;tud-oai-tudelft.nl-uuid-6f5065d6-3a43-4f3f-839f-c530dc438851
273790412;ul-oai-openaccess.leidenuniv.nl-1887_646
295865199;rug-oai-pure.rug.nl-publications_afd8ccc5-056a-4a45-b52b-f319907bdce1
213720787;tud-oai-tudelft.nl-uuid-7c262c3e-8c58-4631-b58d-378ac0dc9eff
245893334;wur-oai-library.wur.nl-wurpubs_320356
393710130;eur-oai-repub.eur.nl-78325
273329839;eur-oai-repub.eur.nl-6735
229816665;wur-oai-library.wur.nl-wurpubs_110739
270193340;rug-oai-pure.rug.nl-publications_f735c4be-9cf3-465e-9615-f83dfe000d0b
416446507;rug-oai-pure.rug.nl-publications_dade5076-d8aa-4832-bc54-4d4040bc2665
270170669;eur-oai-repub.eur.nl-39693
371634156;rug-oai-pure.rug.nl-publications_02540bb7-24f2-4e94-96bb-92569c21226f
344302733;rug-oai-pure.rug.nl-publications_fe6bdbc1-3b8a-4792-8b2c-1ceb08df22c6
242967124;tud-oai-tudelft.nl-uuid-59194aaa-9fa2-40c3-a17e-37eedb0c8e43
279574819;tud-oai-tudelft.nl-uuid-6af7e7a1-0572-4678-a5e5-cc31af2d9d3f
216569591;rug-oai-pure.rug.nl-publications_f3e73eda-ef5b-424e-baff-e4f3888d5906
245936459;rug-oai-pure.rug.nl-publications_6af6c679-a17f-4502-9745-759bb8cc7175
26558311X;tud-oai-tudelft.nl-uuid-4c4e409c-c48e-4c33-85dc-6a8ef10213a1
215894804;uu-oai-dspace.library.uu.nl-1874_653
352720867;rug-oai-pure.rug.nl-publications_2cc30066-8ce9-40c7-8e3d-6a074239791a
267779674;rug-oai-pure.rug.nl-publications_7629cb61-0b4c-4253-b8f2-359b9dae1b64
315749334;ul-oai-openaccess.leidenuniv.nl-1887_13432
274785315;wur-oai-library.wur.nl-wurpubs_340178
228182441;eur-oai-repub.eur.nl-23543
269255257;rug-oai-pure.rug.nl-publications_74ba447c-a360-4b02-8a89-65ae30f97a77
275399567;wur-oai-library.wur.nl-wurpubs_343313
241626927;rug-oai-pure.rug.nl-publications_5684ec32-227c-4922-af86-35fe5a17893a
255155034;wur-oai-library.wur.nl-wurpubs_326301
341037532;tud-oai-tudelft.nl-uuid-8ddf0647-a3f1-4f2a-aa67-318b5db60802
408043032;rug-oai-pure.rug.nl-publications_8830435f-b5fc-4633-9bfa-0ad6c23eea90
26446480X;eur-oai-repub.eur.nl-51217
241474981;uu-oai-dspace.library.uu.nl-1874_296
238671283;tud-oai-tudelft.nl-uuid-5f8442c7-6ec1-4869-8f0d-5f202c13ed5a
298945576;uu-oai-dspace.library.uu.nl-1874_18832
370829654;rug-oai-pure.rug.nl-publications_f6827399-49b0-44d7-85e9-d049b79ced44
212336428;wur-oai-library.wur.nl-wurpubs_122322
420704922;rug-oai-pure.rug.nl-publications_5cefd201-7e49-4912-a718-cc8e9f2a1d9b
383805082;ul-oai-openaccess.leidenuniv.nl-1887_29964
288408896;eur-oai-repub.eur.nl-7108
250192187;tud-oai-tudelft.nl-uuid-c9a7d9d0-71ec-46a8-ba92-921c555f3df3
270246460;wur-oai-library.wur.nl-wurpubs_335703
268209588;rug-oai-pure.rug.nl-publications_3fe87645-2dfe-43b0-b60f-fd6b1441acde
413645339;rug-oai-pure.rug.nl-publications_65bc6cdc-e06c-4515-a13a-bb672d6392ce
351238344;rug-oai-pure.rug.nl-publications_82037c2f-ca92-46b9-895a-621536210bef
217277195;rug-oai-pure.rug.nl-publications_6d077f61-447c-4ad4-9bab-1a7901a8ff2f
270499407;eur-oai-repub.eur.nl-51702
243372078;rug-oai-pure.rug.nl-publications_bdce42de-448e-4c96-a9ba-9c7a9eee90f5
230016480;rug-oai-pure.rug.nl-publications_0a02c9da-db0c-4410-9f22-cbeff64e0678
387255907;rug-oai-pure.rug.nl-publications_8b73d598-1555-4755-808f-736ff50af22d
25019063X;tud-oai-tudelft.nl-uuid-d1e6b12f-f8d8-4985-9840-5ed8001d0515
384068073;ul-oai-openaccess.leidenuniv.nl-1887_29936
329926969;ul-oai-openaccess.leidenuniv.nl-1887_16170
217508677;wur-oai-library.wur.nl-wurpubs_110729
374837414;rug-oai-pure.rug.nl-publications_8d777215-23cb-4034-82a4-d91f883a2c89
271454725;tud-oai-tudelft.nl-uuid-f99c58e8-a618-46e7-a3e0-76d286109c5a
254978444;eur-oai-repub.eur.nl-1069
395342481;rug-oai-pure.rug.nl-publications_31d28d42-155e-45b2-8bba-c9fba2612454
338280766;eur-oai-repub.eur.nl-30552
271400234;uu-oai-dspace.library.uu.nl-1874_7318
411226142;rug-oai-pure.rug.nl-publications_45d92960-251d-4f23-8c8b-f02700ea3545
383636841;rug-oai-pure.rug.nl-publications_5c370ed3-1631-4d88-8a64-6cb59535e4c6
326565302;tud-oai-tudelft.nl-uuid-80878b38-c405-4567-8af9-cd582d6713ec
296022993;eur-oai-repub.eur.nl-7843
398131317;rug-oai-pure.rug.nl-publications_b14edf51-7086-4ef2-958b-57063ae04031
255167571;rug-oai-pure.rug.nl-publications_f7727466-4a83-4988-ac2a-e3d869b58355
419845836;rug-oai-pure.rug.nl-publications_dcf38954-03c7-4095-8991-c654448c62b8
238403386;tud-oai-tudelft.nl-uuid-ffeb73a7-2337-4ace-9ddc-f48b867adb6c
228179629;uu-oai-dspace.library.uu.nl-1874_569
305370294;eur-oai-repub.eur.nl-10895
237393301;tud-oai-tudelft.nl-uuid-3ebf539b-f498-4f8c-a592-2abd580e9d5a
357292421;uu-oai-dspace.library.uu.nl-1874_238674
256174601;eur-oai-repub.eur.nl-1040
294957383;rug-oai-pure.rug.nl-publications_ff139874-609a-4c4e-8481-7acc43bee007
397119852;rug-oai-pure.rug.nl-publications_05c239fb-4ad2-4b48-8b77-320bf85e6a5b
408201053;rug-oai-pure.rug.nl-publications_a85414e0-9fba-4f99-b1a0-1943b30f8743
418021570;rug-oai-pure.rug.nl-publications_8bd9dc29-b96e-4375-9683-d7fbd15bb691
229907156;rug-oai-pure.rug.nl-publications_b0cf0cec-3214-4bec-8ec9-ffd588c1216f
269105859;rug-oai-pure.rug.nl-publications_87a0f746-995e-4b27-8fb3-68742b278040
248069500;wur-oai-library.wur.nl-wurpubs_320448
370120183;tud-oai-tudelft.nl-uuid-fe287480-25cc-4b7d-a6d6-1ca2b5976331
256125171;rug-oai-pure.rug.nl-publications_d25ea7b4-49e2-44fd-8e10-af09b758a6ce
296345180;ul-oai-openaccess.leidenuniv.nl-1887_4438
271454032;tud-oai-tudelft.nl-uuid-a5afd816-4b04-459d-b54c-da93e3b8a0d7
253695708;rug-oai-pure.rug.nl-publications_3f5503b4-a522-4b0c-a602-689e1adc22a7
271323582;uu-oai-dspace.library.uu.nl-1874_317
420701400;rug-oai-pure.rug.nl-publications_65f232cb-cfcd-428c-ae8e-abe1a665208d
410498653;rug-oai-pure.rug.nl-publications_58ad4f3d-cfc2-4bb6-805b-c202de6a080c
235672971;rug-oai-pure.rug.nl-publications_b8a9d92f-79b0-4f53-83ec-750113abdbe5
229925243;wur-oai-library.wur.nl-wurpubs_120574
39782856X;rug-oai-pure.rug.nl-publications_0e59c59c-223a-4e47-9df3-8c7b00c9dcb7
408202351;rug-oai-pure.rug.nl-publications_662d8aa0-a34b-4e60-a4e8-6010c56b1d38
273352741;tud-oai-tudelft.nl-uuid-ce347204-d329-44eb-ac9f-02b257d365dd
410499889;rug-oai-pure.rug.nl-publications_7dc4297e-7b0c-4c0b-bc7d-3eeda2ed9f76
275384934;eur-oai-repub.eur.nl-6758
254941079;uu-oai-dspace.library.uu.nl-1874_345
229908233;rug-oai-pure.rug.nl-publications_9a6d1731-3e2c-4dc1-9fe0-887e9a441131
395348293;rug-oai-pure.rug.nl-publications_2c380b47-aa4d-4160-89ca-9af0f7a65a29
241473993;uu-oai-dspace.library.uu.nl-1874_288
42068851X;rug-oai-pure.rug.nl-publications_8a7b41e9-284e-4abe-a0f2-89231b6f6fcb
24093394X;uu-oai-dspace.library.uu.nl-1874_272591
384092721;rug-oai-pure.rug.nl-publications_288b7957-b897-4c91-b8dc-053d9ba6dcb8
240115139;eur-oai-repub.eur.nl-31961
393811492;rug-oai-pure.rug.nl-publications_87cf6d92-40a4-43a2-8146-b44bb603dede
263073262;wur-oai-library.wur.nl-wurpubs_353857
299510832;rug-oai-pure.rug.nl-publications_156b9ca4-c747-408c-acb6-da7b2b9f8ec7
236651137;eur-oai-repub.eur.nl-31896
413532445;rug-oai-pure.rug.nl-publications_2eeb6fbf-2d32-42e2-afeb-66dbe7e0190a
352271264;rug-oai-pure.rug.nl-publications_5d59e98f-7710-4992-b2e9-9f70dc9dbeee
402267559;rug-oai-pure.rug.nl-publications_cbe9d38e-5c0f-4c72-a469-5f35340bdce9
249359731;rug-oai-pure.rug.nl-publications_dd7f9415-5fd2-4022-b670-74992147e1b8
241332923;tud-oai-tudelft.nl-uuid-6471725f-2842-4672-abef-4d033db1abbc
294710566;ul-oai-openaccess.leidenuniv.nl-1887_4377
238834115;rug-oai-pure.rug.nl-publications_9b05bfa5-2a5b-42c8-a016-fb280a69ca3e
321427092;rug-oai-pure.rug.nl-publications_1ca04daa-0016-4347-90ec-d5468028f691
241203511;rug-oai-pure.rug.nl-publications_c01d46ec-4ee5-4bd6-822a-c4a1ce8a493b
305365800;eur-oai-repub.eur.nl-10779
258323353;eur-oai-repub.eur.nl-51515
240693914;eur-oai-repub.eur.nl-360
241438268;wur-oai-library.wur.nl-wurpubs_318761
273777963;eur-oai-repub.eur.nl-39620
41973435X;rug-oai-pure.rug.nl-publications_4f251c1a-5c54-45e2-b14c-48f7c908c440
380672022;rug-oai-pure.rug.nl-publications_63f7409e-6195-4e42-b28c-2bbdd57e8d51
217860648;rug-oai-pure.rug.nl-publications_e2d878d2-7c8d-4b26-b5b6-6bba5ddb302b
418982260;rug-oai-pure.rug.nl-publications_9213c467-26e4-44fe-a0b4-1c88d1691397
275144119;eur-oai-repub.eur.nl-6670
291042031;tud-oai-tudelft.nl-uuid-fa3b8d33-3eda-474a-bebd-87f43dd58873
255961790;rug-oai-pure.rug.nl-publications_59cb1aa6-e1c8-4463-bbc2-d2e89bd5b450
35277701X;rug-oai-pure.rug.nl-publications_095499d3-6a42-4493-8ecb-fa4d72b0b237
292522150;wur-oai-library.wur.nl-wurpubs_345526
276865707;eur-oai-repub.eur.nl-6896
237772779;uu-oai-dspace.library.uu.nl-1874_338
297761137;ul-oai-openaccess.leidenuniv.nl-1887_4983
338934561;tud-oai-tudelft.nl-uuid-450bb0e8-4e54-4f8d-8a55-5dcc315dee9f
413926842;tud-oai-tudelft.nl-uuid-ee435ef7-f71c-493c-812b-68cf1e39aa33
33794024X;eur-oai-repub.eur.nl-30664
322181542;ul-oai-openaccess.leidenuniv.nl-1887_14368
270500359;uu-oai-dspace.library.uu.nl-1874_1730
298908638;tud-oai-tudelft.nl-uuid-4446cae2-fe60-464f-ab2e-d7282093616d
283576480;eur-oai-repub.eur.nl-6907
285632744;eur-oai-repub.eur.nl-6954
402446852;rug-oai-pure.rug.nl-publications_e2069a98-b343-4a59-ba10-a2c989bc2391
339031115;tud-oai-tudelft.nl-uuid-85f71438-8c83-4eb5-bc55-1fd068b41de6
279575629;tud-oai-tudelft.nl-uuid-3640e519-fe6e-466b-bb3c-81cb644311c5
229815278;wur-oai-library.wur.nl-wurpubs_122308
418985650;rug-oai-pure.rug.nl-publications_49756a4c-83cb-4531-9280-8eb68702892c
271509899;wur-oai-library.wur.nl-wurpubs_336648
234584769;eur-oai-repub.eur.nl-23636
239374940;tud-oai-tudelft.nl-uuid-a8c17fdf-0c4f-45dd-88a0-ccc5247379da
303903325;eur-oai-repub.eur.nl-10510
397081235;rug-oai-pure.rug.nl-publications_ad20e123-044c-45a2-ae56-10b60e270edc
258673192;uu-oai-dspace.library.uu.nl-1874_710
391017268;tud-oai-tudelft.nl-uuid-415e14fd-0b1b-4e18-8974-5ad61f7fe280
276338340;eur-oai-repub.eur.nl-2005
408200405;rug-oai-pure.rug.nl-publications_a470afeb-3713-4e03-9ba0-df21e7c48a4d
264395891;rug-oai-pure.rug.nl-publications_e64b5bdd-cc7b-472d-b4d0-8e61dd3b3aad
287919757;ul-oai-openaccess.leidenuniv.nl-1887_3014
391174363;rug-oai-pure.rug.nl-publications_c0b599e5-f640-4f00-a6a0-93aa355a3ed2
326981071;rug-oai-pure.rug.nl-publications_895d11c1-e9a8-4dc0-9f60-42cdd7760aa3
241474094;uu-oai-dspace.library.uu.nl-1874_438
387625704;rug-oai-pure.rug.nl-publications_3e6e1642-456c-499a-98eb-178f6e439858
237288036;eur-oai-repub.eur.nl-16167
411287338;rug-oai-pure.rug.nl-publications_dc76c25b-8e3c-4bf5-8af7-57dfdc37f7eb
25631151X;tud-oai-tudelft.nl-uuid-c147ae5f-f114-4ffa-89f7-a61bf379a028
216467756;tud-oai-tudelft.nl-uuid-860293f4-1a66-4cf2-9cc9-1d2318a6709f
274429330;rug-oai-pure.rug.nl-publications_343d01a9-a3d7-424a-a976-df82d6e0f225
215801512;eur-oai-repub.eur.nl-23383
419731849;rug-oai-pure.rug.nl-publications_0c463d1b-6236-464b-87ef-30216e9d15f7
408313854;rug-oai-pure.rug.nl-publications_8bb84f9f-576f-4900-81cb-2306a7845364
252247035;uu-oai-dspace.library.uu.nl-1874_500
231989806;wur-oai-library.wur.nl-wurpubs_122318
408799110;rug-oai-pure.rug.nl-publications_120bf83d-7f2b-4c58-a676-62da7e1bf99c
296995584;wur-oai-library.wur.nl-wurpubs_348644
338642420;tud-oai-tudelft.nl-uuid-9cff6ec8-0c97-41e0-b44e-ca2a9d2e94b4
416557228;ul-oai-openaccess.leidenuniv.nl-1887_61042
314336044;ul-oai-openaccess.leidenuniv.nl-1887_4406
263817539;rug-oai-pure.rug.nl-publications_54db4078-1b18-48b3-a599-2249e7f89ed2
264203771;uu-oai-dspace.library.uu.nl-1874_716
244930171;tud-oai-tudelft.nl-uuid-bacef753-895b-48e9-92f4-587c518f1618
29760337X;tud-oai-tudelft.nl-uuid-b13929ab-020a-4408-9a29-acde95b624e9
285637142;wur-oai-library.wur.nl-wurpubs_342575
240710134;eur-oai-repub.eur.nl-31984
400856069;rug-oai-pure.rug.nl-publications_08335020-6ac4-4abe-ab80-305a72134b0d
241262143;tud-oai-tudelft.nl-uuid-dea6841b-7359-4592-bbac-264a58315854
401014843;rug-oai-pure.rug.nl-publications_b5302306-1dc8-4564-a18f-2dd43d4812e7
383034477;ul-oai-openaccess.leidenuniv.nl-1887_29596
246028645;wur-oai-library.wur.nl-wurpubs_327752
241297532;ul-oai-openaccess.leidenuniv.nl-1887_564
298779714;tud-oai-tudelft.nl-uuid-91362c82-d59a-4142-8575-69a5efbf51ba
397788606;ul-oai-openaccess.leidenuniv.nl-1887_36401
39319664X;rug-oai-pure.rug.nl-publications_02776887-6903-45e4-b294-68d5044d97ac
371117232;rug-oai-pure.rug.nl-publications_e86b355f-0b75-4086-bd37-2d6a98f937ec
258673486;uu-oai-dspace.library.uu.nl-1874_505
283585722;eur-oai-repub.eur.nl-7209
